order_id,customer_id,seller_id,product_id,order_date,order_status,quantity,price_per_unit,payment_date,payment_status,shipping_date,return_date,shipping providers,delivery_status
4943,552,5,102,11-12-2023,Completed,1,299.99,11-12-2023,Payment Successed,15-12-2023,,fedex,Delivered
4944,712,3,209,22-07-2023,Completed,1,149.99,22-07-2023,Payment Successed,27-07-2023,,fedex,Delivered
4945,690,2,139,03-08-2020,Returned,1,199.99,03-08-2020,Refunded ,05-08-2020,13-08-2020,bluedart,Returned 
4946,653,3,114,03-02-2020,Completed,2,499.99,03-02-2020,Payment Successed,05-02-2020,,fedex,Delivered
4947,557,4,124,04-03-2020,Completed,1,179.99,04-03-2020,Payment Successed,08-03-2020,,fedex,Delivered
4948,681,1,189,25-11-2023,Returned,1,199.99,25-11-2023,Refunded ,27-11-2023,08-12-2023,bluedart,Returned 
4949,741,2,147,19-08-2020,Completed,1,1299.99,19-08-2020,Payment Successed,24-08-2020,,dhl,Delivered
4950,647,1,132,28-01-2023,Completed,1,1199.99,28-01-2023,Payment Successed,31-01-2023,,fedex,Delivered
4951,50,1,224,07-10-2021,Inprogress,1,1299.99,07-10-2021,Payment Successed,11-10-2021,,bluedart,Shipped
4952,589,1,53,18-07-2021,Completed,1,1899.99,18-07-2021,Payment Successed,21-07-2021,,fedex,Delivered
4953,668,3,25,04-10-2023,Completed,1,2499.99,04-10-2023,Payment Successed,06-10-2023,,fedex,Delivered
4954,704,5,22,09-12-2020,Completed,1,1299.99,09-12-2020,Payment Successed,11-12-2020,,fedex,Delivered
4955,713,1,98,17-09-2020,Completed,1,2299.99,17-09-2020,Payment Successed,18-09-2020,,fedex,Delivered
4956,696,1,129,06-11-2020,Returned,1,179.99,06-11-2020,Refunded ,09-11-2020,18-11-2020,bluedart,Returned 
4957,598,1,101,17-04-2021,Completed,1,79.99,17-04-2021,Payment Successed,19-04-2021,,fedex,Delivered
4958,682,5,226,05-06-2022,Returned,1,399.99,05-06-2022,Refunded ,09-06-2022,16-06-2022,bluedart,Returned 
4959,463,3,225,03-05-2023,Completed,3,999.99,03-05-2023,Payment Successed,08-05-2023,,fedex,Delivered
4960,547,4,71,14-11-2023,Completed,1,1499.99,14-11-2023,Payment Successed,16-11-2023,,fedex,Delivered
4961,705,1,197,13-05-2020,Completed,1,1799.99,13-05-2020,Payment Successed,16-05-2020,,fedex,Delivered
4962,699,5,243,09-07-2023,Completed,1,1999.99,09-07-2023,Payment Successed,11-07-2023,,fedex,Delivered
4963,642,4,184,02-07-2022,Cancelled,1,199.99,02-07-2022,Payment Failed,,,,
4964,543,2,63,15-07-2020,Completed,1,499.99,15-07-2020,Payment Successed,20-07-2020,,fedex,Delivered
4965,464,4,85,01-08-2022,Completed,1,1199.99,01-08-2022,Payment Successed,04-08-2022,,fedex,Delivered
4966,614,4,217,16-03-2020,Completed,1,229.99,16-03-2020,Payment Successed,17-03-2020,,fedex,Delivered
4967,686,4,250,27-08-2023,Returned,1,149.99,27-08-2023,Refunded ,28-08-2023,07-09-2023,bluedart,Returned 
4968,686,1,148,17-01-2022,Returned,1,279.99,17-01-2022,Refunded ,19-01-2022,27-01-2022,bluedart,Returned 
4969,550,2,21,06-11-2021,Completed,1,999.99,06-11-2021,Payment Successed,07-11-2021,,fedex,Delivered
4970,669,4,227,22-03-2020,Returned,1,79.99,22-03-2020,Refunded ,23-03-2020,30-03-2020,dhl,Returned 
4971,688,4,13,02-07-2020,Returned,1,799.99,02-07-2020,Refunded ,04-07-2020,13-07-2020,bluedart,Returned 
4972,577,2,100,27-11-2020,Completed,1,449.99,27-11-2020,Payment Successed,29-11-2020,,fedex,Delivered
4973,708,2,77,11-09-2022,Completed,1,499.99,11-09-2022,Payment Successed,12-09-2022,,fedex,Delivered
4974,577,1,58,29-06-2022,Completed,1,249.99,29-06-2022,Payment Successed,04-07-2022,,fedex,Delivered
4975,737,3,194,21-02-2023,Completed,2,1599.99,21-02-2023,Payment Successed,26-02-2023,,dhl,Delivered
4976,547,5,65,02-01-2024,Completed,2,1199.99,02-01-2024,Payment Successed,05-01-2024,,fedex,Delivered
4977,567,2,149,03-03-2021,Completed,1,229.99,03-03-2021,Payment Successed,08-03-2021,,fedex,Delivered
4978,621,5,249,14-05-2020,Completed,1,1399.99,14-05-2020,Payment Successed,18-05-2020,,fedex,Delivered
4979,629,3,109,23-02-2023,Completed,1,49.99,23-02-2023,Payment Successed,24-02-2023,,fedex,Delivered
4980,612,3,139,19-02-2023,Completed,1,199.99,19-02-2023,Payment Successed,23-02-2023,,fedex,Delivered
4981,647,5,138,02-10-2021,Completed,1,69.99,02-10-2021,Payment Successed,07-10-2021,,fedex,Delivered
4982,656,4,130,14-10-2021,Completed,1,49.99,14-10-2021,Payment Successed,18-10-2021,,fedex,Delivered
4983,737,5,180,06-06-2020,Completed,1,379.99,06-06-2020,Payment Successed,07-06-2020,,dhl,Delivered
4984,746,4,227,21-07-2020,Completed,1,79.99,21-07-2020,Payment Successed,23-07-2020,,dhl,Delivered
4985,658,1,12,19-09-2020,Completed,1,599.99,19-09-2020,Payment Successed,24-09-2020,,fedex,Delivered
4986,585,3,193,04-01-2023,Completed,1,2499.99,04-01-2023,Payment Successed,08-01-2023,,fedex,Delivered
4987,692,3,62,15-01-2024,Returned,1,399.99,15-01-2024,Refunded ,19-01-2024,31-01-2024,bluedart,Returned 
4988,577,3,39,26-11-2022,Completed,1,1199.99,26-11-2022,Payment Successed,29-11-2022,,fedex,Delivered
4989,233,2,69,03-06-2020,Completed,1,1799.99,03-06-2020,Payment Successed,05-06-2020,,fedex,Delivered
4990,585,5,142,12-07-2023,Completed,1,279.99,12-07-2023,Payment Successed,16-07-2023,,fedex,Delivered
4991,542,4,41,25-09-2020,Completed,1,899.99,25-09-2020,Payment Successed,30-09-2020,,fedex,Delivered
4992,676,2,4,14-06-2022,Returned,1,249.99,14-06-2022,Refunded ,15-06-2022,24-06-2022,dhl,Returned 
4993,399,5,214,14-05-2021,Completed,1,2299.99,14-05-2021,Payment Successed,17-05-2021,,fedex,Delivered
4994,722,2,4,25-11-2021,Completed,1,249.99,25-11-2021,Payment Successed,26-11-2021,,dhl,Delivered
4995,568,1,139,04-04-2023,Completed,1,199.99,04-04-2023,Payment Successed,05-04-2023,,fedex,Delivered
4996,677,5,10,07-12-2020,Returned,1,329.99,07-12-2020,Refunded ,11-12-2020,25-12-2020,dhl,Returned 
4997,730,2,36,17-04-2021,Completed,1,399.99,17-04-2021,Payment Successed,22-04-2021,,dhl,Delivered
4998,561,3,238,16-01-2024,Completed,1,129.99,16-01-2024,Payment Successed,17-01-2024,,fedex,Delivered
4999,610,1,199,03-11-2023,Completed,1,229.99,03-11-2023,Payment Successed,06-11-2023,,fedex,Delivered
5000,687,4,205,18-10-2022,Returned,3,399.99,18-10-2022,Refunded ,19-10-2022,30-10-2022,bluedart,Returned 
5001,599,5,127,09-09-2023,Completed,1,1099.99,09-09-2023,Payment Successed,14-09-2023,,fedex,Delivered
5002,678,5,141,04-10-2023,Returned,1,229.99,04-10-2023,Refunded ,07-10-2023,14-10-2023,dhl,Returned 
5003,272,5,244,24-11-2021,Completed,1,99.99,24-11-2021,Payment Successed,28-11-2021,,fedex,Delivered
5004,549,5,206,12-04-2022,Completed,1,449.99,12-04-2022,Payment Successed,15-04-2022,,fedex,Delivered
5005,661,1,169,11-06-2020,Completed,1,69.99,11-06-2020,Payment Successed,16-06-2020,,fedex,Delivered
5006,562,3,8,13-02-2023,Completed,1,4999.99,13-02-2023,Payment Successed,16-02-2023,,fedex,Delivered
5007,209,2,9,21-01-2024,Completed,1,449.99,21-01-2024,Payment Successed,23-01-2024,,fedex,Delivered
5008,554,2,245,03-07-2020,Completed,1,1299.99,03-07-2020,Payment Successed,04-07-2020,,fedex,Delivered
5009,610,5,183,07-02-2023,Completed,3,849.99,07-02-2023,Payment Successed,09-02-2023,,fedex,Delivered
5010,599,4,211,03-07-2020,Completed,3,69.99,03-07-2020,Payment Successed,08-07-2020,,fedex,Delivered
5011,152,2,209,11-02-2023,Inprogress,2,149.99,11-02-2023,Payment Successed,15-02-2023,,bluedart,Shipped
5012,641,1,90,23-11-2020,Cancelled,1,3899.99,23-11-2020,Payment Failed,,,,
5013,721,5,9,19-12-2023,Completed,1,449.99,19-12-2023,Payment Successed,22-12-2023,,dhl,Delivered
5014,663,4,139,12-12-2022,Completed,1,199.99,12-12-2022,Payment Successed,17-12-2022,,fedex,Delivered
5015,634,3,54,04-07-2021,Completed,1,1299.99,04-07-2021,Payment Successed,06-07-2021,,fedex,Delivered
5016,587,3,106,28-06-2023,Completed,1,139.99,28-06-2023,Payment Successed,02-07-2023,,fedex,Delivered
5017,711,5,73,24-11-2023,Completed,1,999.99,24-11-2023,Payment Successed,27-11-2023,,fedex,Delivered
5018,566,4,237,17-03-2022,Completed,1,1399.99,17-03-2022,Payment Successed,18-03-2022,,fedex,Delivered
5019,647,5,157,13-03-2021,Completed,1,899.99,13-03-2021,Payment Successed,15-03-2021,,fedex,Delivered
5020,546,4,209,06-05-2021,Completed,1,149.99,06-05-2021,Payment Successed,07-05-2021,,fedex,Delivered
5021,554,1,214,20-10-2022,Completed,1,2299.99,20-10-2022,Payment Successed,24-10-2022,,fedex,Delivered
5022,732,5,205,05-07-2022,Completed,1,399.99,05-07-2022,Payment Successed,06-07-2022,,dhl,Delivered
5023,693,2,46,27-08-2020,Returned,1,1699.99,27-08-2020,Refunded ,31-08-2020,12-09-2020,bluedart,Returned 
5024,706,3,132,06-06-2020,Completed,1,1199.99,06-06-2020,Payment Successed,09-06-2020,,fedex,Delivered
5025,744,2,247,14-02-2021,Completed,1,249.99,14-02-2021,Payment Successed,15-02-2021,,dhl,Delivered
5026,713,2,99,31-01-2020,Completed,1,599.99,31-01-2020,Payment Successed,03-02-2020,,fedex,Delivered
5027,689,3,37,14-09-2020,Returned,1,399.99,14-09-2020,Refunded ,16-09-2020,30-09-2020,bluedart,Returned 
5028,618,5,118,25-03-2020,Completed,1,79.99,25-03-2020,Payment Successed,28-03-2020,,fedex,Delivered
5029,670,3,105,23-07-2021,Returned,1,149.99,23-07-2021,Refunded ,27-07-2021,10-08-2021,dhl,Returned 
5030,644,2,139,22-02-2023,Cancelled,1,199.99,22-02-2023,Payment Failed,,,,
5031,629,3,105,13-08-2020,Completed,1,149.99,13-08-2020,Payment Successed,15-08-2020,,fedex,Delivered
5032,727,1,49,14-02-2021,Completed,1,1399.99,14-02-2021,Payment Successed,19-02-2021,,dhl,Delivered
5033,644,5,91,31-01-2023,Cancelled,1,1099.99,31-01-2023,Payment Failed,,,,
5034,715,4,117,17-05-2023,Completed,1,139.99,17-05-2023,Payment Successed,19-05-2023,,dhl,Delivered
5035,569,2,73,19-02-2023,Completed,1,999.99,19-02-2023,Payment Successed,20-02-2023,,fedex,Delivered
5036,709,1,24,08-03-2020,Completed,3,1999.99,08-03-2020,Payment Successed,10-03-2020,,fedex,Delivered
5037,631,3,207,16-10-2022,Completed,1,749.99,16-10-2022,Payment Successed,20-10-2022,,fedex,Delivered
5038,591,1,23,27-03-2021,Completed,1,1299.99,27-03-2021,Payment Successed,01-04-2021,,fedex,Delivered
5039,660,2,36,06-10-2021,Completed,1,399.99,06-10-2021,Payment Successed,11-10-2021,,fedex,Delivered
5040,712,5,22,04-09-2020,Completed,1,1299.99,04-09-2020,Payment Successed,09-09-2020,,fedex,Delivered
5041,709,5,103,07-10-2022,Completed,1,1999.99,07-10-2022,Payment Successed,09-10-2022,,fedex,Delivered
5042,651,1,195,17-06-2023,Completed,1,229.99,17-06-2023,Payment Successed,18-06-2023,,fedex,Delivered
5043,748,3,242,26-09-2021,Completed,1,2699.99,26-09-2021,Payment Successed,27-09-2021,,dhl,Delivered
5044,688,1,116,22-01-2023,Returned,1,799.99,22-01-2023,Refunded ,23-01-2023,06-02-2023,bluedart,Returned 
5045,651,2,116,27-05-2020,Completed,1,799.99,27-05-2020,Payment Successed,31-05-2020,,fedex,Delivered
5046,721,1,58,09-01-2023,Completed,1,249.99,09-01-2023,Payment Successed,13-01-2023,,dhl,Delivered
5047,735,1,34,25-02-2021,Completed,1,279.99,25-02-2021,Payment Successed,26-02-2021,,dhl,Delivered
5048,610,4,59,01-12-2021,Completed,1,1199.99,01-12-2021,Payment Successed,03-12-2021,,fedex,Delivered
5049,665,3,45,20-11-2021,Completed,1,1499.99,20-11-2021,Payment Successed,21-11-2021,,fedex,Delivered
5050,579,4,209,23-03-2022,Completed,1,149.99,23-03-2022,Payment Successed,27-03-2022,,fedex,Delivered
5051,677,5,111,04-10-2023,Returned,1,1399.99,04-10-2023,Refunded ,09-10-2023,22-10-2023,dhl,Returned 
5052,709,4,51,11-08-2020,Completed,1,2099.99,11-08-2020,Payment Successed,12-08-2020,,fedex,Delivered
5053,693,2,48,05-12-2022,Returned,1,1999.99,05-12-2022,Refunded ,09-12-2022,18-12-2022,bluedart,Returned 
5054,729,5,167,15-11-2021,Completed,1,99.99,15-11-2021,Payment Successed,20-11-2021,,dhl,Delivered
5055,636,4,27,07-07-2020,Completed,1,149.99,07-07-2020,Payment Successed,09-07-2020,,fedex,Delivered
5056,555,4,195,28-12-2023,Completed,3,229.99,28-12-2023,Payment Successed,31-12-2023,,fedex,Delivered
5057,676,5,201,07-11-2022,Returned,1,69.99,07-11-2022,Refunded ,12-11-2022,20-11-2022,dhl,Returned 
5058,616,1,89,02-02-2022,Completed,1,299.99,02-02-2022,Payment Successed,04-02-2022,,fedex,Delivered
5059,650,3,117,31-10-2022,Completed,3,139.99,31-10-2022,Payment Successed,04-11-2022,,fedex,Delivered
5060,747,4,118,09-07-2020,Completed,1,79.99,09-07-2020,Payment Successed,11-07-2020,,dhl,Delivered
5061,651,3,111,16-05-2022,Completed,1,1399.99,16-05-2022,Payment Successed,19-05-2022,,fedex,Delivered
5062,582,5,228,18-11-2022,Completed,1,199.99,18-11-2022,Payment Successed,22-11-2022,,fedex,Delivered
5063,429,1,147,20-07-2023,Completed,1,1299.99,20-07-2023,Payment Successed,22-07-2023,,fedex,Delivered
5064,657,1,77,08-12-2020,Completed,1,499.99,08-12-2020,Payment Successed,09-12-2020,,fedex,Delivered
5065,688,3,180,23-05-2022,Returned,1,379.99,23-05-2022,Refunded ,24-05-2022,04-06-2022,bluedart,Returned 
5066,644,2,101,10-12-2020,Cancelled,1,79.99,10-12-2020,Payment Failed,,,,
5067,570,1,94,15-02-2024,Completed,1,149.99,15-02-2024,Payment Successed,18-02-2024,,fedex,Delivered
5068,591,1,128,17-05-2020,Completed,1,399.99,17-05-2020,Payment Successed,21-05-2020,,fedex,Delivered
5069,327,5,157,22-08-2020,Completed,1,899.99,22-08-2020,Payment Successed,25-08-2020,,fedex,Delivered
5070,568,5,231,27-12-2023,Completed,1,3499.99,27-12-2023,Payment Successed,28-12-2023,,fedex,Delivered
5071,745,3,129,09-10-2022,Completed,2,179.99,09-10-2022,Payment Successed,12-10-2022,,dhl,Delivered
5072,545,2,68,01-01-2020,Completed,2,1299.99,01-01-2020,Payment Successed,04-01-2020,,fedex,Delivered
5073,637,3,169,16-05-2020,Completed,2,69.99,16-05-2020,Payment Successed,17-05-2020,,fedex,Delivered
5074,581,1,41,09-09-2022,Completed,1,899.99,09-09-2022,Payment Successed,13-09-2022,,fedex,Delivered
5075,628,1,116,18-02-2020,Completed,3,799.99,18-02-2020,Payment Successed,20-02-2020,,fedex,Delivered
5076,667,5,202,18-12-2023,Completed,1,249.99,18-12-2023,Payment Successed,20-12-2023,,fedex,Delivered
5077,326,2,19,19-07-2023,Completed,2,999.99,19-07-2023,Payment Successed,23-07-2023,,fedex,Delivered
5078,698,3,2,28-03-2023,Returned,1,549.99,28-03-2023,Refunded ,01-04-2023,09-04-2023,bluedart,Returned 
5079,659,5,53,27-02-2020,Completed,1,1899.99,27-02-2020,Payment Successed,01-03-2020,,fedex,Delivered
5080,709,2,56,24-04-2020,Completed,1,1799.99,24-04-2020,Payment Successed,26-04-2020,,fedex,Delivered
5081,668,5,72,29-03-2023,Completed,2,169.99,29-03-2023,Payment Successed,30-03-2023,,fedex,Delivered
5082,544,5,13,27-06-2021,Completed,1,799.99,27-06-2021,Payment Successed,28-06-2021,,fedex,Delivered
5083,571,4,196,19-04-2023,Completed,1,329.99,19-04-2023,Payment Successed,21-04-2023,,fedex,Delivered
5084,684,3,83,15-10-2023,Returned,1,699.99,15-10-2023,Refunded ,19-10-2023,02-11-2023,bluedart,Returned 
5085,612,4,167,17-05-2022,Completed,3,99.99,17-05-2022,Payment Successed,19-05-2022,,fedex,Delivered
5086,736,4,239,11-02-2020,Completed,1,699.99,11-02-2020,Payment Successed,12-02-2020,,dhl,Delivered
5087,665,4,130,19-07-2021,Completed,1,49.99,19-07-2021,Payment Successed,22-07-2021,,fedex,Delivered
5088,634,4,108,06-09-2022,Completed,1,229.99,06-09-2022,Payment Successed,08-09-2022,,fedex,Delivered
5089,617,2,168,19-09-2022,Completed,1,299.99,19-09-2022,Payment Successed,21-09-2022,,fedex,Delivered
5090,661,3,18,29-08-2022,Completed,1,799.99,29-08-2022,Payment Successed,02-09-2022,,fedex,Delivered
5091,746,5,6,05-01-2022,Completed,1,1299.99,05-01-2022,Payment Successed,08-01-2022,,dhl,Delivered
5092,666,5,139,23-05-2023,Completed,1,199.99,23-05-2023,Payment Successed,24-05-2023,,fedex,Delivered
5093,467,5,202,12-05-2020,Completed,1,249.99,12-05-2020,Payment Successed,16-05-2020,,fedex,Delivered
5094,642,2,71,02-05-2023,Cancelled,1,1499.99,02-05-2023,Payment Failed,,,,
5095,684,4,46,08-05-2023,Returned,1,1699.99,08-05-2023,Refunded ,11-05-2023,23-05-2023,bluedart,Returned 
5096,612,1,165,28-03-2020,Completed,1,229.99,28-03-2020,Payment Successed,01-04-2020,,fedex,Delivered
5097,269,2,155,09-08-2023,Completed,1,379.99,09-08-2023,Payment Successed,11-08-2023,,fedex,Delivered
5098,660,1,114,22-08-2021,Completed,1,499.99,22-08-2021,Payment Successed,25-08-2021,,fedex,Delivered
5099,251,5,181,19-05-2021,Completed,1,799.99,19-05-2021,Payment Successed,21-05-2021,,fedex,Delivered
5100,737,5,193,27-02-2023,Completed,3,2499.99,27-02-2023,Payment Successed,02-03-2023,,dhl,Delivered
5101,611,1,95,11-03-2023,Completed,1,499.99,11-03-2023,Payment Successed,16-03-2023,,fedex,Delivered
5102,641,5,204,09-08-2022,Cancelled,1,299.99,09-08-2022,Payment Failed,,,,
5103,729,1,199,30-05-2021,Completed,1,229.99,30-05-2021,Payment Successed,02-06-2021,,dhl,Delivered
5104,662,1,173,20-04-2020,Completed,1,259.99,20-04-2020,Payment Successed,23-04-2020,,fedex,Delivered
5105,616,4,64,24-11-2022,Completed,1,249.99,24-11-2022,Payment Successed,29-11-2022,,fedex,Delivered
5106,642,3,109,12-11-2022,Cancelled,1,49.99,12-11-2022,Payment Failed,,,,
5107,697,5,154,11-05-2022,Returned,1,99.99,11-05-2022,Refunded ,12-05-2022,20-05-2022,bluedart,Returned 
5108,639,2,219,28-06-2023,Completed,1,1299.99,28-06-2023,Payment Successed,01-07-2023,,fedex,Delivered
5109,739,5,151,10-03-2022,Completed,1,249.99,10-03-2022,Payment Successed,12-03-2022,,dhl,Delivered
5110,554,3,192,17-01-2024,Completed,3,1499.99,17-01-2024,Payment Successed,22-01-2024,,fedex,Delivered
5111,590,4,140,26-06-2023,Completed,1,1299.99,26-06-2023,Payment Successed,28-06-2023,,fedex,Delivered
5112,682,2,79,26-12-2023,Returned,1,999.99,26-12-2023,Refunded ,28-12-2023,11-01-2024,bluedart,Returned 
5113,286,2,175,26-01-2022,Completed,1,149.99,26-01-2022,Payment Successed,30-01-2022,,fedex,Delivered
5114,684,4,232,04-02-2022,Returned,1,249.99,04-02-2022,Refunded ,06-02-2022,19-02-2022,bluedart,Returned 
5115,652,3,173,23-01-2022,Completed,1,259.99,23-01-2022,Payment Successed,28-01-2022,,fedex,Delivered
5116,722,3,21,16-10-2022,Completed,1,999.99,16-10-2022,Payment Successed,21-10-2022,,dhl,Delivered
5117,573,1,188,19-11-2020,Completed,1,299.99,19-11-2020,Payment Successed,22-11-2020,,fedex,Delivered
5118,595,4,141,07-11-2023,Completed,1,229.99,07-11-2023,Payment Successed,11-11-2023,,fedex,Delivered
5119,666,2,99,25-10-2021,Completed,1,599.99,25-10-2021,Payment Successed,28-10-2021,,fedex,Delivered
5120,562,4,247,26-08-2020,Completed,1,249.99,26-08-2020,Payment Successed,31-08-2020,,fedex,Delivered
5121,680,4,181,23-06-2022,Returned,1,799.99,23-06-2022,Refunded ,25-06-2022,03-07-2022,bluedart,Returned 
5122,618,2,44,10-08-2022,Completed,1,599.99,10-08-2022,Payment Successed,14-08-2022,,fedex,Delivered
5123,65,4,82,14-07-2022,Inprogress,1,699.99,14-07-2022,Payment Successed,16-07-2022,,bluedart,Shipped
5124,633,4,151,28-10-2023,Completed,1,249.99,28-10-2023,Payment Successed,01-11-2023,,fedex,Delivered
5125,659,4,121,06-12-2021,Completed,1,199.99,06-12-2021,Payment Successed,10-12-2021,,fedex,Delivered
5126,555,1,190,06-05-2022,Completed,1,279.99,06-05-2022,Payment Successed,11-05-2022,,fedex,Delivered
5127,647,1,75,16-01-2021,Completed,1,399.99,16-01-2021,Payment Successed,17-01-2021,,fedex,Delivered
5128,588,2,201,26-09-2021,Completed,1,69.99,26-09-2021,Payment Successed,01-10-2021,,fedex,Delivered
5129,563,2,176,30-10-2023,Completed,1,949.99,30-10-2023,Payment Successed,03-11-2023,,fedex,Delivered
5130,684,3,138,13-04-2023,Returned,1,69.99,13-04-2023,Refunded ,18-04-2023,27-04-2023,bluedart,Returned 
5131,567,4,106,17-04-2020,Completed,1,139.99,17-04-2020,Payment Successed,22-04-2020,,fedex,Delivered
5132,579,5,167,26-08-2023,Completed,1,99.99,26-08-2023,Payment Successed,29-08-2023,,fedex,Delivered
5133,728,4,82,19-08-2021,Completed,1,699.99,19-08-2021,Payment Successed,23-08-2021,,dhl,Delivered
5134,686,4,151,16-10-2021,Returned,1,249.99,16-10-2021,Refunded ,17-10-2021,29-10-2021,bluedart,Returned 
5135,545,5,226,13-02-2020,Completed,1,399.99,13-02-2020,Payment Successed,14-02-2020,,fedex,Delivered
5136,550,5,126,30-12-2021,Completed,1,1699.99,30-12-2021,Payment Successed,31-12-2021,,fedex,Delivered
5137,623,5,226,30-07-2021,Completed,1,399.99,30-07-2021,Payment Successed,03-08-2021,,fedex,Delivered
5138,723,4,73,14-05-2020,Completed,1,999.99,14-05-2020,Payment Successed,18-05-2020,,dhl,Delivered
5139,718,4,124,01-12-2022,Completed,1,179.99,01-12-2022,Payment Successed,06-12-2022,,dhl,Delivered
5140,677,5,149,12-01-2020,Returned,1,229.99,12-01-2020,Refunded ,16-01-2020,28-01-2020,dhl,Returned 
5141,586,4,177,03-02-2021,Completed,2,79.99,03-02-2021,Payment Successed,08-02-2021,,fedex,Delivered
5142,693,2,205,28-10-2022,Returned,1,399.99,28-10-2022,Refunded ,02-11-2022,09-11-2022,bluedart,Returned 
5143,734,4,116,07-01-2024,Completed,1,799.99,07-01-2024,Payment Successed,11-01-2024,,dhl,Delivered
5144,741,1,87,27-09-2022,Completed,1,999.99,27-09-2022,Payment Successed,01-10-2022,,dhl,Delivered
5145,687,2,236,29-04-2023,Returned,1,749.99,29-04-2023,Refunded ,30-04-2023,12-05-2023,bluedart,Returned 
5146,616,1,222,20-12-2020,Completed,3,449.99,20-12-2020,Payment Successed,23-12-2020,,fedex,Delivered
5147,731,1,37,15-06-2020,Completed,1,399.99,15-06-2020,Payment Successed,17-06-2020,,dhl,Delivered
5148,664,3,113,14-06-2020,Completed,1,299.99,14-06-2020,Payment Successed,18-06-2020,,fedex,Delivered
5149,614,2,106,09-03-2021,Completed,1,139.99,09-03-2021,Payment Successed,10-03-2021,,fedex,Delivered
5150,586,3,24,07-05-2022,Completed,1,1999.99,07-05-2022,Payment Successed,09-05-2022,,fedex,Delivered
5151,721,1,30,22-02-2023,Completed,1,129.99,22-02-2023,Payment Successed,25-02-2023,,dhl,Delivered
5152,565,5,109,04-06-2023,Completed,1,49.99,04-06-2023,Payment Successed,05-06-2023,,fedex,Delivered
5153,548,4,43,09-12-2021,Completed,1,2099.99,09-12-2021,Payment Successed,12-12-2021,,fedex,Delivered
5154,673,3,159,16-10-2023,Returned,1,129.99,16-10-2023,Refunded ,19-10-2023,29-10-2023,dhl,Returned 
5155,748,5,243,18-02-2021,Completed,1,1999.99,18-02-2021,Payment Successed,21-02-2021,,dhl,Delivered
5156,561,4,12,09-05-2022,Completed,1,599.99,09-05-2022,Payment Successed,13-05-2022,,fedex,Delivered
5157,731,5,10,01-02-2024,Completed,1,329.99,01-02-2024,Payment Successed,03-02-2024,,dhl,Delivered
5158,599,5,147,03-06-2021,Completed,1,1299.99,03-06-2021,Payment Successed,07-06-2021,,fedex,Delivered
5159,640,4,182,24-08-2022,Cancelled,1,1499.99,24-08-2022,Payment Failed,,,,
5160,595,1,204,24-08-2023,Completed,1,299.99,24-08-2023,Payment Successed,27-08-2023,,fedex,Delivered
5161,648,5,61,09-01-2023,Completed,1,999.99,09-01-2023,Payment Successed,14-01-2023,,fedex,Delivered
5162,595,3,128,06-04-2023,Completed,1,399.99,06-04-2023,Payment Successed,11-04-2023,,fedex,Delivered
5163,346,2,240,28-01-2021,Completed,1,249.99,28-01-2021,Payment Successed,01-02-2021,,fedex,Delivered
5164,695,4,203,10-12-2022,Returned,2,79.99,10-12-2022,Refunded ,12-12-2022,24-12-2022,bluedart,Returned 
5165,643,3,39,22-11-2020,Cancelled,1,1199.99,22-11-2020,Payment Failed,,,,
5166,720,1,104,12-06-2021,Completed,1,1399.99,12-06-2021,Payment Successed,14-06-2021,,dhl,Delivered
5167,582,3,128,13-08-2023,Completed,1,399.99,13-08-2023,Payment Successed,16-08-2023,,fedex,Delivered
5168,709,2,22,09-11-2020,Completed,1,1299.99,09-11-2020,Payment Successed,13-11-2020,,fedex,Delivered
5169,663,3,53,27-09-2021,Completed,1,1899.99,27-09-2021,Payment Successed,28-09-2021,,fedex,Delivered
5170,718,1,29,11-08-2020,Completed,1,79.99,11-08-2020,Payment Successed,16-08-2020,,dhl,Delivered
5171,709,4,94,14-06-2023,Completed,1,149.99,14-06-2023,Payment Successed,15-06-2023,,fedex,Delivered
5172,587,2,30,17-03-2023,Completed,1,129.99,17-03-2023,Payment Successed,22-03-2023,,fedex,Delivered
5173,589,2,66,27-09-2021,Completed,1,849.99,27-09-2021,Payment Successed,02-10-2021,,fedex,Delivered
5174,556,3,208,18-11-2023,Completed,2,399.99,18-11-2023,Payment Successed,21-11-2023,,fedex,Delivered
5175,700,1,169,19-11-2021,Completed,2,69.99,19-11-2021,Payment Successed,22-11-2021,,fedex,Delivered
5176,649,5,228,29-04-2022,Completed,1,199.99,29-04-2022,Payment Successed,01-05-2022,,fedex,Delivered
5177,540,4,66,10-01-2020,Completed,1,849.99,10-01-2020,Payment Successed,13-01-2020,,fedex,Delivered
5178,646,4,136,22-12-2022,Completed,1,1299.99,22-12-2022,Payment Successed,23-12-2022,,fedex,Delivered
5179,303,1,43,14-01-2022,Completed,1,2099.99,14-01-2022,Payment Successed,19-01-2022,,fedex,Delivered
5180,650,3,146,23-03-2022,Completed,1,1099.99,23-03-2022,Payment Successed,28-03-2022,,fedex,Delivered
5181,700,5,145,11-12-2021,Completed,1,189.99,11-12-2021,Payment Successed,15-12-2021,,fedex,Delivered
5182,618,1,3,16-01-2021,Completed,1,249.99,16-01-2021,Payment Successed,17-01-2021,,fedex,Delivered
5183,588,5,32,23-04-2020,Completed,1,179.99,23-04-2020,Payment Successed,28-04-2020,,fedex,Delivered
